Timestamp,Location,Signal Strength (dBm),Download Speed (Mbps),Upload Speed (Mbps),Latency (ms),Jitter (ms),Network Type,Device Model,Carrier,Band,Battery Level (%),Temperature (°C),Connected Duration (min),Handover Count,Data Usage (MB),Video Streaming Quality,VoNR Enabled,Network Congestion Level,Ping to Google (ms),Dropped Connection
2025-05-28 02:59:51.089420,Berlin,-69.6,633.43,40.29,10.6,0.28,4G,iPhone 14,AT&T,n78,68,31.8,30,1,291.48,5,False,High,43.2,False
2025-05-28 02:49:51.089423,Mumbai,-107.0,812.92,27.71,8.6,4.8,5G NSA,Galaxy S23,Airtel,n28,96,42.5,6,4,443.97,4,False,High,53.3,True
2025-05-28 02:39:51.089426,Chennai,-68.5,951.08,106.76,16.8,1.02,5G NSA,Galaxy S23,Vi,n28,73,30.0,46,2,215.76,1,True,Low,17.7,False
2025-05-28 02:29:51.089429,Tokyo,-108.6,510.92,55.86,6.4,1.07,5G SA,Galaxy S23,T-Mobile,n41,46,36.7,23,0,354.8,1,False,High,98.3,True
2025-05-28 02:19:51.089431,Kolkata,-92.4,463.43,80.43,8.6,3.56,5G NSA,Nord 4,BSNL,n78,16,32.5,37,3,177.53,2,True,Medium,57.6,False
2025-05-28 02:09:51.089434,Kolkata,-65.1,257.03,102.26,18.4,2.96,5G NSA,GT 7,Airtel,n258,84,20.1,57,1,282.92,4,False,Low,47.3,False
2025-05-28 01:59:51.089436,Chennai,-99.7,253.23,112.89,12.5,4.29,5G NSA,Nord 4,Vi,n258,24,41.7,17,4,91.03,5,False,High,10.1,False
2025-05-28 01:49:51.089439,San Francisco,-103.0,913.69,136.23,4.5,1.06,4G,iPhone 14,AT&T,n41,16,40.3,35,0,319.63,4,False,Medium,77.8,True
2025-05-28 01:39:51.089441,San Francisco,-68.8,458.17,146.76,12.6,4.5,5G SA,GT 7,T-Mobile,n78,38,43.2,26,3,355.06,2,True,Medium,42.7,True
2025-05-28 01:29:51.089444,San Francisco,-75.1,447.35,116.97,18.7,4.49,5G NSA,GT 7,Verizon,n260,21,37.4,32,1,46.41,2,False,Medium,83.8,True
2025-05-28 01:19:51.089447,Delhi,-69.6,990.01,62.94,13.6,4.94,4G,Nord 4,BSNL,n78,17,32.6,24,4,390.24,5,False,High,30.3,True
2025-05-28 01:09:51.089450,San Francisco,-63.8,688.4,69.08,16.9,0.5,5G NSA,Galaxy S23,Verizon,n260,69,28.9,7,4,366.92,4,True,Medium,89.2,True
2025-05-28 00:59:51.089452,Chennai,-97.7,416.46,76.49,18.0,0.81,5G SA,GT 7,BSNL,n28,69,40.9,29,2,50.74,1,False,Low,47.7,True
2025-05-28 00:49:51.089455,Kolkata,-74.8,180.89,29.62,5.1,2.55,5G SA,iPhone 14,Airtel,n28,82,27.1,32,4,106.23,5,False,High,23.8,True
2025-05-28 00:39:51.089458,Kolkata,-72.4,794.43,136.92,19.5,2.91,5G NSA,Galaxy S23,Vi,n28,19,26.5,56,2,300.35,1,False,High,56.1,True
2025-05-28 00:29:51.089460,Tokyo,-91.8,183.04,81.87,16.0,2.61,5G SA,Nord 4,Verizon,n78,42,36.3,59,2,31.6,5,True,Medium,91.4,False
2025-05-28 00:19:51.089463,Delhi,-78.6,603.24,112.68,13.7,1.64,4G,Galaxy S23,Jio,n78,44,22.5,52,0,247.39,1,False,High,18.0,True
2025-05-28 00:09:51.089466,Delhi,-100.5,807.37,139.04,15.5,1.12,5G NSA,Nord 4,Jio,n258,49,43.3,46,2,257.06,3,False,Low,91.5,True
2025-05-27 23:59:51.089468,New York,-71.6,773.62,110.65,7.8,0.39,5G SA,iPhone 14,T-Mobile,n41,55,26.7,55,0,326.87,5,False,High,27.4,False
2025-05-27 23:49:51.089478,San Francisco,-103.7,416.83,100.41,6.5,2.42,4G,Nord 4,AT&T,n260,49,24.3,43,1,476.2,2,False,High,99.2,True
2025-05-27 23:39:51.089481,New York,-91.8,892.17,107.63,9.6,4.87,5G SA,GT 7,T-Mobile,n260,95,42.8,54,3,257.52,3,False,High,33.1,False
2025-05-27 23:29:51.089483,New York,-85.4,635.02,23.54,8.7,3.19,5G NSA,iPhone 14,Verizon,n260,27,38.6,23,0,122.35,3,True,Medium,41.8,False
2025-05-27 23:19:51.089486,Kolkata,-98.1,163.45,98.97,4.2,1.2,4G,iPhone 14,Jio,n28,25,32.7,40,0,389.88,1,False,High,45.9,False
2025-05-27 23:09:51.089489,Kolkata,-88.3,776.22,87.43,10.3,1.35,5G NSA,Nord 4,Airtel,n28,49,36.5,11,1,99.35,5,False,High,56.9,True
2025-05-27 22:59:51.089491,Mumbai,-77.3,608.66,132.4,7.2,2.23,5G NSA,Pixel 7,Vi,n28,28,23.9,5,4,374.61,5,True,Low,22.7,True
2025-05-27 22:49:51.089494,New York,-105.9,991.96,96.7,16.9,4.54,4G,Pixel 7,AT&T,n260,61,42.8,2,4,401.54,4,False,Medium,80.9,True
2025-05-27 22:39:51.089496,Chennai,-71.7,989.76,65.7,1.1,0.52,4G,GT 7,BSNL,n28,67,25.5,34,1,317.86,5,True,Low,74.8,False
2025-05-27 22:29:51.089499,San Francisco,-101.7,824.59,145.06,10.5,2.45,4G,GT 7,Verizon,n260,45,43.6,5,0,186.67,2,False,Low,37.0,True
2025-05-27 22:19:51.089501,Chennai,-74.5,581.75,73.37,12.7,2.81,4G,iPhone 14,Jio,n78,50,36.1,50,0,357.93,5,False,Medium,24.5,True
2025-05-27 22:09:51.089504,Mumbai,-106.3,734.34,58.61,7.3,1.04,5G SA,GT 7,Airtel,n258,57,24.8,13,4,413.37,2,True,High,16.3,False
2025-05-27 21:59:51.089507,San Francisco,-107.3,458.59,104.68,4.9,0.32,5G NSA,Nord 4,T-Mobile,n78,27,20.0,13,3,66.76,2,False,Low,37.6,False
2025-05-27 21:49:51.089510,Mumbai,-97.4,377.97,24.26,13.7,2.92,4G,Nord 4,BSNL,n258,65,29.9,35,0,375.17,4,True,Medium,96.6,False
2025-05-27 21:39:51.089512,Chennai,-77.3,198.82,113.08,19.8,3.11,4G,Nord 4,Jio,n78,21,42.2,18,2,109.36,5,True,Medium,81.0,False
2025-05-27 21:29:51.089515,New York,-73.1,378.18,139.35,6.6,3.87,5G NSA,Galaxy S23,AT&T,n41,12,23.8,57,3,121.26,5,True,High,66.2,False
2025-05-27 21:19:51.089517,Mumbai,-62.9,937.82,102.52,16.7,1.6,4G,GT 7,Jio,n28,83,21.0,18,3,119.59,1,False,High,46.7,True
2025-05-27 21:09:51.089520,San Francisco,-106.8,329.43,140.78,2.2,4.76,5G SA,iPhone 14,AT&T,n41,41,35.5,53,2,457.22,1,True,High,11.1,False
2025-05-27 20:59:51.089523,Berlin,-104.9,218.22,99.62,4.8,3.19,5G NSA,iPhone 14,AT&T,n78,32,30.2,36,2,251.23,2,False,Medium,84.2,False
2025-05-27 20:49:51.089525,Tokyo,-96.0,816.52,147.71,1.7,3.82,4G,Nord 4,Verizon,n260,46,31.0,18,2,494.34,2,False,High,90.0,False
2025-05-27 20:39:51.089528,Tokyo,-73.1,533.07,23.87,19.0,1.51,5G NSA,Pixel 7,Verizon,n41,21,29.6,31,2,84.94,3,False,High,12.4,True
2025-05-27 20:29:51.089530,San Francisco,-84.8,369.34,57.84,8.4,2.84,5G SA,GT 7,AT&T,n260,40,31.0,41,3,408.0,3,True,Low,43.7,False
2025-05-27 20:19:51.089533,New York,-68.8,940.38,56.19,4.3,4.6,4G,Galaxy S23,Verizon,n41,26,33.3,40,2,466.22,5,False,Low,27.5,True
2025-05-27 20:09:51.089536,Berlin,-101.5,357.51,118.06,11.3,2.31,4G,Pixel 7,T-Mobile,n260,71,23.6,58,2,343.01,4,False,Low,84.6,True
2025-05-27 19:59:51.089539,Kolkata,-74.2,700.57,144.86,19.9,3.41,4G,Galaxy S23,Vi,n258,61,24.7,51,2,351.14,5,True,Medium,58.3,True
2025-05-27 19:49:51.089541,San Francisco,-98.1,568.75,138.66,16.8,4.84,5G SA,GT 7,T-Mobile,n78,90,27.4,7,0,463.36,5,False,High,12.9,False
2025-05-27 19:39:51.089544,Mumbai,-69.7,541.4,87.39,3.5,1.38,5G NSA,Nord 4,Airtel,n28,22,31.6,49,3,118.28,3,False,Medium,99.6,True
2025-05-27 19:29:51.089546,Berlin,-102.9,258.92,27.54,17.2,3.86,4G,Galaxy S23,AT&T,n41,17,38.3,24,2,229.65,3,True,High,68.4,True
2025-05-27 19:19:51.089549,New York,-64.0,496.69,21.76,7.0,3.14,5G NSA,Nord 4,T-Mobile,n41,46,23.0,33,3,473.94,2,True,Medium,15.9,False
2025-05-27 19:09:51.089551,Delhi,-104.0,850.67,36.13,8.6,3.87,5G NSA,Nord 4,Jio,n78,69,33.9,43,4,347.75,4,False,High,80.2,True
2025-05-27 18:59:51.089554,Chennai,-70.3,992.96,24.78,8.3,2.88,5G SA,Nord 4,Vi,n258,59,33.1,3,1,119.7,5,True,Medium,73.6,True
2025-05-27 18:49:51.089557,San Francisco,-60.7,235.59,96.4,15.9,2.91,5G NSA,Pixel 7,T-Mobile,n260,60,23.6,55,1,94.78,5,True,Medium,90.6,False
2025-05-27 18:39:51.089559,Tokyo,-73.3,518.56,95.13,17.5,4.45,5G SA,iPhone 14,T-Mobile,n41,97,27.5,43,0,39.84,3,True,Low,45.0,False
2025-05-27 18:29:51.089562,Chennai,-109.3,290.28,72.14,14.8,4.86,4G,GT 7,Vi,n78,10,34.4,14,3,294.39,4,False,Medium,43.4,True
2025-05-27 18:19:51.089564,Kolkata,-98.6,609.08,64.99,6.1,3.82,5G NSA,Nord 4,BSNL,n78,68,26.6,58,2,257.04,4,True,High,67.3,False
2025-05-27 18:09:51.089568,New York,-80.0,889.82,140.46,18.4,0.59,5G NSA,GT 7,T-Mobile,n260,46,34.7,40,1,497.03,5,False,Low,34.9,False
2025-05-27 17:59:51.089570,San Francisco,-63.7,724.69,95.51,6.7,4.68,5G NSA,Pixel 7,AT&T,n41,89,33.2,12,2,45.82,2,False,High,39.6,True
2025-05-27 17:49:51.089573,New York,-65.1,445.86,89.28,1.9,1.44,4G,GT 7,AT&T,n260,70,39.6,57,3,203.15,2,False,High,13.7,True
2025-05-27 17:39:51.089575,Delhi,-89.7,139.43,56.14,10.4,1.22,5G SA,Pixel 7,Vi,n258,12,39.0,56,0,143.08,1,False,Medium,47.6,True
2025-05-27 17:29:51.089578,Mumbai,-70.4,814.35,68.18,16.8,0.69,5G SA,Nord 4,BSNL,n28,90,29.4,13,4,278.42,3,False,Low,24.4,True
2025-05-27 17:19:51.089580,Kolkata,-105.3,406.01,39.65,3.2,0.17,5G NSA,Galaxy S23,Jio,n28,17,26.9,5,0,20.36,5,False,Low,33.1,True
2025-05-27 17:09:51.089583,Berlin,-62.4,416.27,61.43,6.8,2.9,5G SA,Pixel 7,T-Mobile,n260,74,29.5,45,2,43.96,5,True,Medium,97.4,True
2025-05-27 16:59:51.089585,New York,-99.0,337.71,46.88,15.7,1.52,5G NSA,Pixel 7,AT&T,n78,12,43.1,19,2,244.42,4,True,Medium,51.7,False
2025-05-27 16:49:51.089588,Kolkata,-82.1,930.05,93.72,11.7,3.16,5G SA,Pixel 7,Airtel,n258,47,44.9,10,2,413.64,5,False,High,85.3,False
2025-05-27 16:39:51.089590,New York,-101.9,164.54,80.2,3.7,2.58,5G NSA,Galaxy S23,AT&T,n260,61,33.5,27,1,137.14,4,False,Low,83.5,True
2025-05-27 16:29:51.089593,Chennai,-60.3,610.74,123.83,12.2,3.9,5G NSA,iPhone 14,Jio,n78,62,25.8,33,0,282.36,4,True,Low,49.6,False
2025-05-27 16:19:51.089595,Mumbai,-82.2,271.56,111.43,8.0,3.04,5G NSA,iPhone 14,Jio,n28,98,25.2,57,0,479.6,1,False,Medium,65.3,True
2025-05-27 16:09:51.089598,Berlin,-84.2,544.75,122.5,17.0,4.0,5G NSA,Pixel 7,T-Mobile,n78,69,29.5,12,0,356.7,1,True,Medium,36.0,True
2025-05-27 15:59:51.089600,Tokyo,-64.8,495.2,63.42,13.2,3.47,5G NSA,Galaxy S23,AT&T,n41,51,38.5,57,1,96.84,4,False,High,93.5,False
2025-05-27 15:49:51.089603,Kolkata,-89.5,349.69,54.36,17.9,1.02,5G NSA,Pixel 7,Airtel,n258,76,43.8,40,1,342.28,4,True,Low,77.8,True
2025-05-27 15:39:51.089605,San Francisco,-90.5,711.28,68.18,15.4,0.36,5G SA,Pixel 7,T-Mobile,n41,99,32.5,39,0,441.72,4,True,Low,46.6,True
2025-05-27 15:29:51.089609,Berlin,-107.5,743.21,115.23,10.7,0.55,5G SA,Nord 4,AT&T,n41,58,44.0,15,1,263.24,5,False,Medium,88.0,True
2025-05-27 15:19:51.089611,Chennai,-80.6,683.43,21.44,15.3,4.47,5G SA,GT 7,Airtel,n28,85,37.5,51,3,14.87,2,True,Low,98.8,False
2025-05-27 15:09:51.089614,Kolkata,-74.7,310.6,128.4,15.5,0.86,4G,Nord 4,Airtel,n258,35,30.3,37,1,343.92,5,True,High,13.5,True
2025-05-27 14:59:51.089616,San Francisco,-93.9,228.91,35.87,16.0,4.11,5G SA,Nord 4,T-Mobile,n41,39,30.5,46,2,325.37,1,False,Low,90.3,True
2025-05-27 14:49:51.089619,San Francisco,-105.9,362.61,149.34,11.2,3.18,5G NSA,iPhone 14,AT&T,n78,98,39.1,4,0,28.49,1,True,Medium,71.8,False
2025-05-27 14:39:51.089621,New York,-85.5,476.05,58.42,5.8,4.15,5G NSA,iPhone 14,Verizon,n78,37,31.4,19,4,243.05,5,True,Medium,94.6,True
2025-05-27 14:29:51.089624,Delhi,-107.9,659.67,138.68,7.6,3.85,5G SA,iPhone 14,Jio,n258,72,26.6,18,1,258.03,1,False,Medium,72.8,False
2025-05-27 14:19:51.089626,Chennai,-87.5,736.63,118.16,5.5,0.16,5G SA,Pixel 7,BSNL,n78,32,43.2,55,0,237.47,5,False,Low,59.9,True
2025-05-27 14:09:51.089629,Chennai,-71.7,266.83,148.74,1.8,2.43,5G SA,Nord 4,Airtel,n78,33,31.5,55,2,411.0,2,True,High,51.6,True
2025-05-27 13:59:51.089632,Berlin,-86.3,845.24,110.33,17.3,2.07,5G SA,GT 7,AT&T,n78,32,25.5,4,1,102.95,1,True,Medium,17.4,True
2025-05-27 13:49:51.089634,San Francisco,-87.4,168.32,97.35,3.1,0.73,5G NSA,Pixel 7,AT&T,n78,52,26.8,4,4,413.21,3,False,High,69.5,False
2025-05-27 13:39:51.089637,Tokyo,-62.0,727.18,22.87,2.4,0.54,4G,Nord 4,T-Mobile,n78,98,36.9,14,4,33.06,3,False,High,10.2,False
2025-05-27 13:29:51.089639,Chennai,-74.3,420.51,145.26,18.8,4.58,5G NSA,Nord 4,Vi,n78,76,43.3,19,0,230.04,5,True,Low,71.8,False
2025-05-27 13:19:51.089642,Tokyo,-106.6,874.09,27.11,5.5,3.13,5G NSA,Pixel 7,AT&T,n41,92,31.2,26,2,210.75,4,False,Medium,62.8,True
2025-05-27 13:09:51.089644,Berlin,-70.4,368.56,64.33,16.7,1.88,5G SA,iPhone 14,AT&T,n41,60,31.3,15,1,232.33,2,False,Medium,81.7,True
2025-05-27 12:59:51.089647,Mumbai,-83.4,707.78,128.66,13.9,0.28,5G SA,Nord 4,Airtel,n28,56,40.4,8,0,109.89,3,True,High,48.5,False
2025-05-27 12:49:51.089650,Tokyo,-73.7,986.77,40.6,1.9,4.53,5G SA,iPhone 14,Verizon,n260,23,27.0,48,2,66.67,2,False,Low,66.8,False
2025-05-27 12:39:51.089653,New York,-106.7,438.16,28.79,5.3,3.39,5G NSA,GT 7,Verizon,n78,68,44.4,12,2,88.64,1,False,High,47.7,False
2025-05-27 12:29:51.089655,Delhi,-64.4,633.47,74.56,8.9,1.67,5G SA,GT 7,Jio,n28,43,39.5,48,2,337.04,3,False,Medium,18.1,True
2025-05-27 12:19:51.089658,Tokyo,-79.5,932.83,58.95,19.4,1.93,5G NSA,Nord 4,Verizon,n78,96,42.1,10,0,463.14,5,True,Low,81.5,True
2025-05-27 12:09:51.089660,Delhi,-88.3,934.08,69.35,8.5,1.05,5G NSA,iPhone 14,BSNL,n78,98,42.7,4,4,30.33,3,False,Medium,66.9,True
2025-05-27 11:59:51.089663,San Francisco,-70.1,721.83,148.12,6.1,0.7,5G NSA,iPhone 14,AT&T,n260,90,30.4,18,3,295.74,5,True,Low,80.0,False
2025-05-27 11:49:51.089665,San Francisco,-60.7,209.65,114.86,9.6,0.55,5G SA,iPhone 14,AT&T,n78,98,28.8,54,3,318.39,2,True,Medium,70.6,False
2025-05-27 11:39:51.089668,San Francisco,-90.6,826.16,119.18,11.6,0.13,5G NSA,Nord 4,AT&T,n41,17,40.0,28,2,461.49,2,True,High,76.7,True
2025-05-27 11:29:51.089670,Mumbai,-66.4,513.34,64.74,8.1,3.13,5G NSA,Nord 4,Jio,n78,60,33.4,43,4,456.42,5,True,Low,99.5,True
2025-05-27 11:19:51.089673,Berlin,-109.6,947.41,83.29,14.0,3.37,4G,Pixel 7,T-Mobile,n41,64,34.4,4,3,479.27,2,True,Low,15.0,True
2025-05-27 11:09:51.089676,Chennai,-70.8,293.41,106.51,1.0,3.64,4G,GT 7,BSNL,n258,98,44.7,16,4,404.05,1,False,High,98.2,True
2025-05-27 10:59:51.089678,Chennai,-84.9,612.34,143.97,10.9,1.45,5G NSA,iPhone 14,Vi,n28,80,32.7,40,1,140.63,3,True,High,20.3,False
2025-05-27 10:49:51.089681,Tokyo,-84.1,485.37,99.84,14.5,4.15,5G SA,Nord 4,T-Mobile,n78,14,27.1,26,0,201.37,2,True,Low,87.3,True
2025-05-27 10:39:51.089683,Berlin,-102.0,425.68,136.76,15.6,2.61,5G NSA,Nord 4,AT&T,n78,12,25.1,12,3,243.58,4,True,Medium,89.6,False
2025-05-27 10:29:51.089686,Tokyo,-66.4,642.8,98.88,19.4,1.37,4G,Galaxy S23,T-Mobile,n41,65,27.0,41,1,215.18,5,True,High,37.8,False
2025-05-27 10:19:51.089688,Kolkata,-75.2,411.6,29.07,1.5,4.02,5G NSA,Galaxy S23,Jio,n78,48,23.6,35,2,197.6,2,True,Low,71.2,False
2025-05-27 10:09:51.089691,Berlin,-73.6,382.73,144.9,7.4,4.18,5G SA,GT 7,Verizon,n41,46,25.2,55,0,163.68,4,False,Medium,29.2,True
2025-05-27 09:59:51.089694,Berlin,-105.4,706.08,149.29,9.9,0.86,4G,GT 7,Verizon,n41,71,24.5,52,1,139.76,1,False,Medium,89.1,True
2025-05-27 09:49:51.089696,San Francisco,-64.0,509.6,36.96,18.9,1.23,5G NSA,iPhone 14,Verizon,n41,61,35.9,47,2,63.12,2,False,High,42.6,True
2025-05-27 09:39:51.089699,Mumbai,-100.3,502.75,45.72,19.0,2.36,4G,Nord 4,Airtel,n258,21,41.1,59,2,237.29,1,False,Medium,10.1,False
2025-05-27 09:29:51.089702,Berlin,-84.5,493.21,55.88,4.7,1.88,5G SA,Galaxy S23,AT&T,n260,21,35.9,8,0,279.08,4,False,Medium,76.0,False
2025-05-27 09:19:51.089704,Tokyo,-71.2,454.38,84.09,18.0,0.9,4G,Pixel 7,AT&T,n41,74,23.1,50,0,150.96,3,True,Medium,21.8,False
2025-05-27 09:09:51.089707,Mumbai,-66.6,621.67,39.39,5.0,2.96,4G,Nord 4,BSNL,n78,65,43.1,25,1,437.47,2,False,Medium,52.2,False
2025-05-27 08:59:51.089709,Delhi,-67.8,460.94,76.77,16.6,1.47,5G NSA,GT 7,Airtel,n78,77,38.0,27,1,442.96,2,False,Medium,61.9,True
2025-05-27 08:49:51.089712,Chennai,-108.4,842.98,143.56,7.0,4.43,5G SA,iPhone 14,Vi,n28,37,39.6,46,2,21.75,5,False,Medium,48.5,True
2025-05-27 08:39:51.089715,Mumbai,-86.2,645.38,87.74,15.4,4.42,5G SA,Galaxy S23,Jio,n258,99,43.0,57,3,424.17,4,False,High,39.5,True
2025-05-27 08:29:51.089717,Mumbai,-66.2,452.57,86.47,9.4,4.03,4G,GT 7,Vi,n258,70,36.1,42,3,195.16,4,True,Medium,77.6,False
2025-05-27 08:19:51.089720,Chennai,-72.9,850.74,33.21,4.9,2.83,5G NSA,iPhone 14,Jio,n28,83,32.8,45,0,373.74,5,False,Medium,72.7,True
2025-05-27 08:09:51.089722,Delhi,-63.9,367.15,129.79,10.4,0.73,5G NSA,Galaxy S23,BSNL,n78,91,44.8,22,4,349.05,2,False,Medium,23.8,False
2025-05-27 07:59:51.089725,Berlin,-63.6,607.43,75.52,11.6,3.92,5G NSA,Galaxy S23,Verizon,n260,36,33.9,30,4,52.07,2,True,Medium,62.5,False
2025-05-27 07:49:51.089727,Chennai,-62.5,416.99,60.45,11.9,3.0,5G NSA,Nord 4,BSNL,n258,31,24.5,13,1,432.64,2,True,Low,99.1,True
2025-05-27 07:39:51.089730,Berlin,-78.5,169.47,71.93,8.3,0.37,4G,Galaxy S23,AT&T,n78,90,28.7,13,4,275.87,1,False,High,98.7,False
2025-05-27 07:29:51.089732,New York,-94.5,736.88,43.5,4.7,0.23,4G,iPhone 14,T-Mobile,n78,37,44.0,1,3,314.69,5,False,Medium,34.3,False
2025-05-27 07:19:51.089735,New York,-97.2,691.89,145.31,8.6,4.43,4G,Pixel 7,Verizon,n78,43,32.1,32,1,146.25,3,True,Medium,44.9,True
2025-05-27 07:09:51.089737,Delhi,-72.3,679.99,64.47,15.8,2.2,5G SA,Pixel 7,Vi,n78,29,31.8,13,0,55.35,2,True,Low,64.3,False
2025-05-27 06:59:51.089740,Delhi,-97.3,566.49,33.27,7.5,1.66,5G NSA,iPhone 14,Vi,n78,65,33.3,47,4,442.64,3,True,Low,85.7,False
2025-05-27 06:49:51.089743,Delhi,-77.4,803.66,76.83,16.2,3.68,4G,iPhone 14,Jio,n28,68,26.4,34,1,254.65,4,True,Medium,36.1,False
2025-05-27 06:39:51.089745,Berlin,-96.4,676.68,89.76,2.5,3.91,5G NSA,GT 7,Verizon,n41,43,43.8,20,3,454.0,3,True,High,62.3,False
2025-05-27 06:29:51.089748,Tokyo,-107.9,757.05,122.24,15.9,3.21,5G SA,Nord 4,Verizon,n78,10,30.9,18,1,258.72,4,False,Medium,55.2,False
2025-05-27 06:19:51.089750,Mumbai,-103.6,144.89,125.09,17.6,2.33,5G NSA,Galaxy S23,Vi,n258,40,34.3,35,4,415.33,1,False,Low,75.4,True
2025-05-27 06:09:51.089753,New York,-97.3,967.79,99.33,18.8,0.26,5G NSA,Nord 4,T-Mobile,n260,41,20.4,44,0,338.97,1,False,Medium,18.2,False
2025-05-27 05:59:51.089756,New York,-98.8,625.77,40.94,17.4,3.56,5G NSA,GT 7,AT&T,n78,95,20.8,11,4,46.7,2,True,Medium,38.5,False
2025-05-27 05:49:51.089758,Mumbai,-63.5,882.57,78.29,7.6,3.53,5G NSA,GT 7,Airtel,n28,16,42.9,39,2,111.85,1,False,Medium,87.2,False
2025-05-27 05:39:51.089760,New York,-67.8,388.99,53.47,15.1,1.65,5G SA,Nord 4,T-Mobile,n78,99,44.5,46,2,369.24,1,False,Low,24.8,False
2025-05-27 05:29:51.089762,Tokyo,-83.2,174.19,39.68,19.2,4.06,5G SA,GT 7,AT&T,n41,35,37.9,58,3,19.84,5,True,Medium,56.4,False
